Customer ID,Recency,Frequency,Monetary,Segment,x,y
AA-10315,8,19,13747.413,1,0.961272073767041,-0.14159195877787373
AA-10375,6,23,5884.195,1,0.5045962259798886,-0.4842218396456944
AA-10480,125,20,17695.58978,1,0.9536182757019754,0.9107697617938906
AA-10645,28,36,15343.8907,1,2.050347586848589,0.5155105381686085
AA-315,2,7,2243.256,2,-0.7650211766681118,-1.1169147342897985
AA-375,253,8,654.492,3,-1.7498898063821728,0.561339937601178
AA-480,314,5,2063.493,3,-2.0228844237988857,0.9851716768964386
AA-645,51,11,1968.324,2,-0.7262560198714506,-0.6908695358685217
AB-10015,16,32,20037.4975,1,2.2738176054895987,0.5876847038777346
AB-10060,42,32,18416.5504,1,2.035308830133028,0.6792204946502434
AB-10105,27,33,22966.78,1,2.556205013509169,0.8495573967291937
AB-10150,35,24,13057.294600000001,1,1.101902811860157,0.1346041308436593
AB-10165,13,29,11649.265,1,1.3545204992643731,0.03187651429044588
AB-10255,5,31,10786.7164,1,1.4259121468912608,-0.020046449073240772
AB-105,43,7,2156.4,2,-0.9202330606708138,-0.8374733862942216
AB-10600,50,22,13318.6631,1,0.9515569095526668,0.20215646797123146
AB-15,412,5,4607.13,0,-2.1477537915753953,1.8036292508351086
AB-150,398,4,3143.88,0,-2.2882022538636493,1.6011707096567904
AB-165,16,6,1399.776,2,-0.9507172843023105,-1.0913814746316994
AB-255,43,8,4679.502,2,-0.6346248001348072,-0.674070425281359
AB-60,35,9,1770.2279999999998,2,-0.8062250046224576,-0.8633330871740025
AB-600,7,5,5408.55,2,-0.6196219679578481,-0.9597998292935772
AC-10420,6,24,10607.6947,1,0.9870509459617618,-0.2004318931594002
AC-10450,5,19,16126.3904,1,1.184882606063896,-0.032229252616449426
AC-10615,6,29,12729.72448,1,1.4763508435893202,0.04246921836175118
AC-10660,2,21,6255.61908,1,0.43242252325956015,-0.542347565581708
AC-420,13,9,1689.675,2,-0.7343161279986685,-1.0202342618340143
AC-450,181,7,1026.597,3,-1.5175721522556112,0.05726671904461744
AC-615,92,7,2298.432,2,-1.0837378704071086,-0.4900568757890817
AC-660,119,4,2676.09,2,-1.32672710641654,-0.35832397305216757
AD-10180,29,27,17858.5048,1,1.7326719980197316,0.4317771594783997
AD-180,5,3,681.288,2,-1.1551138174177196,-1.2830190577898397
AF-10870,6,36,26487.2585,1,3.1263427114178373,0.9726865325151555
AF-10885,53,35,19711.16728,1,2.2912455599194814,0.9023789338369934
AF-870,5,9,1700.082,2,-0.7046159932350452,-1.0751172439214363
AF-885,167,2,354.99,3,-1.8267719882430262,-0.20332127242102177
AG-10270,40,25,10637.40422,1,0.9273327812077258,0.06222645659851245
AG-10300,2,24,13013.8762,1,1.2166912844420288,-0.09651235632709206
AG-10330,8,29,14534.50618,1,1.6306134143680768,0.15507456330855163
AG-10390,114,19,8453.0096,1,0.10644646723706551,0.30348729320434187
AG-10495,78,29,15380.31006,1,1.4545487133654276,0.6865579219286941
AG-10525,12,20,8468.963,1,0.5345728941785302,-0.3772971680008535
AG-10675,47,21,13023.836,1,0.8760774122884701,0.1398710583105921
AG-10765,28,27,9824.7795,1,1.0175751586730684,-0.014691280228046708
AG-10900,57,29,18174.17176,1,1.780005126320553,0.6938517369278394
AG-270,13,8,2779.806,2,-0.6966864015094356,-0.9859519459157466
AG-300,98,6,1703.31,2,-1.218446867804294,-0.5063879500074977
AG-330,2,7,532.545,2,-0.918060512914054,-1.2105102421865026
AG-390,112,4,473.112,2,-1.4986314095827526,-0.5273729493042328
AG-495,48,11,1003.9920000000001,2,-0.8017362465869706,-0.7644241905873538
AG-525,15,7,2870.676,2,-0.7556423384629359,-0.9924775738356018
AG-675,173,10,2368.1310000000003,3,-1.1891115574107343,0.15129269741648624
AG-765,114,8,1859.5320000000002,2,-1.142223909802377,-0.33621538665829154
AG-900,23,4,1699.47,2,-1.0688654770313881,-1.0771846575086992
AH-10030,12,27,14439.49784,1,1.4879437746778632,0.12688199988277354
AH-10075,2,34,18109.86142,1,2.271503916077625,0.43589996908664264
AH-10120,60,22,9927.83588,1,0.6122538182297608,0.08595479286636398
AH-10195,49,25,12628.19178,1,1.0730623530413754,0.23352927374040902
AH-10210,6,34,20365.74018,1,2.4589291180241073,0.5870485868869636
AH-10465,70,20,8547.830680000001,1,0.33305216542658056,0.029047439775912953
AH-10585,21,22,9125.8911,1,0.6807617539072338,-0.2282510583199782
AH-10690,30,31,16276.16112,1,1.8270915496898783,0.45357776138845857
AH-120,21,4,1478.0819999999999,2,-1.0814784524874947,-1.1031602107771032
AH-195,278,9,2651.565,3,-1.6012433634604117,0.8692517190053685
AH-210,457,4,3277.11,0,-2.4884558983384024,2.0174211052337157
AH-30,468,7,6320.0160000000005,0,-2.0761181127974697,2.3362310063779104
AH-465,241,4,650.826,3,-1.946635424092434,0.3765194189683125
AH-585,75,9,2232.222,2,-0.9087409054595355,-0.560794896224501
AH-690,58,5,1817.898,2,-1.1242430729030786,-0.8027408440471112
AH-75,37,8,3608.34,2,-0.7088735606442679,-0.7742645426074161
AI-10855,13,22,8358.6023,1,0.640889617823673,-0.3256829182658657
AI-855,203,4,919.974,3,-1.7859042141445796,0.1278461702794972
AJ-10780,48,25,15186.0672,1,1.3054847287876432,0.3665428440447096
AJ-10795,62,22,8887.077,1,0.5119557755418985,0.04287643914881865
AJ-10945,28,29,11087.024,1,1.2502805868360352,0.1050886676482999
AJ-10960,48,17,8633.59348,1,0.2401610534796546,-0.1948354034675191
AJ-780,1,12,2570.994,2,-0.4326415681391138,-0.9791135032666012
AJ-795,36,10,3395.58,2,-0.6045251438532482,-0.7421157998440187
AJ-945,104,7,4860.924,2,-0.8976523337433557,-0.26668063359978406
AJ-960,294,10,4629.156,3,-1.4219744992885264,1.1137137017540089
AM-10360,15,33,16730.3296,1,2.0414490264121152,0.4251735019092872
AM-10705,25,30,24218.5645,1,2.4957027853907285,0.8281002216910691
AM-360,175,6,2035.827,3,-1.46560294071581,0.04553354935504226
AM-705,136,6,1303.77,3,-1.3908428797741035,-0.2648486388836291
AO-10810,36,27,14537.7966,1,1.4104301422620404,0.2986171621802778
AO-810,7,5,485.007,2,-1.060079621353632,-1.2291740881463358
AP-10720,41,20,15362.0613,1,1.0469378676362417,0.20084917071123118
AP-10915,76,32,15877.8603,1,1.6859301027894413,0.7759975841674215
AP-720,37,6,999.699,2,-1.0620269351195342,-0.9677078177481836
AP-915,92,5,2668.08,2,-1.1704550252587262,-0.5205535915062139
AR-10345,29,26,14165.796199999999,1,1.3424313257362859,0.20438330592650675
AR-10405,54,22,8956.82078,1,0.5469641484744302,-0.008760140676003041
AR-10510,14,29,14277.88536,1,1.5860793989138797,0.18262373510352972
AR-10540,6,15,7983.9505,2,0.2132965774517279,-0.5722239363734816
AR-10570,2,18,9445.64932,1,0.5381224910782475,-0.44389738229394843
AR-10825,22,38,15311.0356,1,2.1887709106675675,0.5228444141753373
AR-345,141,9,2301.072,3,-1.139926940605859,-0.09954600609210014
AR-405,222,6,571.11,3,-1.765654416578941,0.29117937438342417
AR-510,104,10,2638.638,2,-0.9167783939029273,-0.31218411013408875
AR-540,221,8,561.6,3,-1.6431233581307458,0.3344482227520381
AR-570,70,9,2044.278,2,-0.907573573992148,-0.60573531582133
AR-825,33,7,2028.9119999999998,2,-0.8956766600354618,-0.9137638971615049
AS-10045,23,28,12596.2944,1,1.3433870170840185,0.12764498718830578
AS-10090,15,32,15009.47272,1,1.827609206408347,0.3056625480583893
AS-10135,41,19,7307.2442,1,0.26646518686463994,-0.265202036746745
AS-10225,12,28,21366.8987,1,2.167558371855862,0.5312506112775969
AS-10240,12,31,9006.66636,1,1.2414967867767812,-0.068914778766255
AS-10285,18,30,16179.86246,1,1.8017375767904085,0.33977022399890955
AS-10630,35,19,9815.9395,1,0.5124686402283528,-0.1695369106405547
AS-135,92,5,3978.81,2,-1.0531977859017316,-0.44884163076857514
AS-225,2,7,469.515,2,-0.9236991446663381,-1.2139587059321202
AS-240,498,5,1686.51,0,-2.71829911750807,2.2399507634380096
